1, 93.48
2, 186.4
3, 280.05
4, 374
5, 467.22
6, 560.61
7, 653.87
8, 746.7
9, 840.05
10, 933.11
11, 1026.4
12, 1119.8
13, 1213.17
14, 1306.42
15, 1399.39
16, 1492.76
17, 1585.86
18, 1678.98
19, 1772.35
20, 1865.49
21, 1958.94
22, 2052.03
23, 2145.71
24, 2238.85
25, 2332
26, 2425.49
27, 2519.07
28, 2612.34
29, 2705.97
30, 2799.62
31, 2893.04
32, 2986.32
33, 3079.6
34, 3173.37
35, 3266.52
36, 3359.73
37, 3452.62
38, 3545.6
39, 3638.98
40, 3732.45
41, 3825.86
42, 3919.29
43, 4012.98
44, 4106.39
45, 4199.47
46, 4292.85
47, 4386.48
48, 4479.62
49, 4572.91
50, 4665.99
51, 4759.57
52, 4852.53
53, 4946.02
54, 5039.56
55, 5133.19
56, 5226.42
57, 5319.87
58, 5413.5
59, 5506.73
60, 5599.89
61, 5693.66
62, 5786.66
63, 5879.95
64, 5973.25
65, 6066.66
66, 6160.07
67, 6253.47
68, 6346.39
69, 6439.18
70, 6532.34
71, 6625.96
72, 6719.38
73, 6812.85
74, 6906.22
75, 6999.16
76, 7092.54
77, 7185.79
78, 7279.55
79, 7372.9
80, 7466.2
81, 7559.54
82, 7652.56
83, 7745.9
84, 7839.08
85, 7932.08
86, 8025.31
87, 8118.66
88, 8212.49
89, 8305.65
90, 8399
91, 8492.01
92, 8585.54
93, 8678.95
94, 8772.15
95, 8865.6
96, 8958.98
97, 9052.63
98, 9145.98
99, 9239.59
100, 9332.94
101, 9426.25
102, 9519.58
103, 9613.11
104, 9706.23
105, 9799.48
106, 9892.99
107, 9986.92
108, 10080
109, 10173.5
110, 10266.9
111, 10360.1
112, 10453.5
113, 10546.7
114, 10640
115, 10733.1
116, 10826.1
117, 10919.5
118, 11012.9
119, 11105.9
120, 11199.1
121, 11292.3
122, 11385.8
123, 11479.1
124, 11572.6
125, 11665.9
126, 11759.3
127, 11852.4
128, 11945
129, 12038.4
130, 12131.9
131, 12225.1
132, 12318.6
133, 12412.1
134, 12505.6
135, 12598.8
136, 12692
137, 12785.2
138, 12878.7
139, 12971.9
140, 13065
141, 13158.5
142, 13251.9
143, 13345
144, 13438.2
145, 13531.8
146, 13624.7
147, 13717.7
148, 13811
149, 13904.5
150, 13997.8
151, 14090.9
152, 14184.1
153, 14277.4
154, 14370.7
155, 14464.1
156, 14557.2
157, 14650.3
158, 14743.7
159, 14837.1
160, 14930.7
161, 15024.3
162, 15117.4
163, 15210.8
164, 15304.1
165, 15397.8
166, 15490.8
167, 15583.8
168, 15677.5
169, 15770.6
170, 15863.5
171, 15956.8
172, 16050.5
173, 16143.6
174, 16236.6
175, 16329.8
176, 16423.2
177, 16516.3
178, 16609.8
179, 16702.8
180, 16796.5
181, 16889.8
182, 16983.6
183, 17076.8
184, 17170.6
185, 17264
186, 17357
187, 17450.3
188, 17543.5
189, 17636.5
190, 17729.7
191, 17822.8
192, 17916.2
193, 18010
194, 18103.6
195, 18197
196, 18290.3
197, 18383.7
198, 18477.4
199, 18570.7
200, 18664.3
201, 18757.7
202, 18850.7
203, 18943.9
204, 19037
205, 19130.5
206, 19223.9
207, 19317.3
208, 19410.7
209, 19504
210, 19597.4
